Title,Category,Authors,Date,PDF
Learning Multi-Attention Context Graph for Group-Based Re-Identification,CV,"Yichao Yan, Jie Qin, Bingbing Ni, Jiaxin Chen, Li Liu, Fan Zhu, Wei-Shi Zheng, Xiaokang Yang, Ling Shao","29 April, 2021",https://arxiv.org/pdf/2104.14236
"Inspect, Understand, Overcome: A Survey of Practical Methods for AI Safety",LG,"Sebastian Houben, Stephanie Abrecht, Maram Akila, Andreas Bär, Felix Brockherde, Patrick Feifel, Tim Fingscheidt, Sujan Sai Gannamaneni, Seyed Eghbal Ghobadi, Ahmed Hammam, Anselm Haselhoff, Felix Hauser, Christian Heinzemann, Marco Hoffmann, Nikhil Kapoor, Falk Kappel, Marvin Klingner, Jan Kronenberger, Fabian Küppers, Jonas Löhdefink, Michael Mlynarski, Michael Mock, Firas Mualla, Svetlana Pavlitskaya, Maximilian Poretschkin , et al. (16 additional authors not shown)","29 April, 2021",https://arxiv.org/pdf/2104.14235
Serial vs. Parallel Turbo-Autoencoders and Accelerated Training for Learned Channel Codes,IT,"Jannis Clausius, Sebastian Dörner, Sebastian Cammerer, Stephan ten Brink","29 April, 2021",https://arxiv.org/pdf/2104.14234
Heterogeneous electronic medical record representation for similarity computing,IR,"Hoda Memarzadeh, Nasser Ghadiri, Maryam Lotfi Shahreza, Suresh Pokharel","29 April, 2021",https://arxiv.org/pdf/2104.14229
Assuming Just Enough Fairness to make Session Types Complete for Lock-freedom,LO,"Rob van Glabbeek, Peter Höfner, Ross Horne","29 April, 2021",https://arxiv.org/pdf/2104.14226
InsertionNet -- A Scalable Solution for Insertion,RO,"Oren Spector, Dotan Di Castro","29 April, 2021",https://arxiv.org/pdf/2104.14223
Privacy-Preserving Portrait Matting,CV,"Jizhizi Li, Sihan Ma, Jing Zhang, Dacheng Tao","29 April, 2021",https://arxiv.org/pdf/2104.14222
Fully Unleashing the Power of Paying Multiplexing Only Once in Stochastic Network Calculus,PF,"Anne Bouillard, Paul Nikolaus, Jens Schmitt","29 April, 2021",https://arxiv.org/pdf/2104.14215
Quantum Quantitative Trading: High-Frequency Statistical Arbitrage Algorithm,CE,"Xi-Ning Zhuang, Zhao-Yun Chen, Yu-Chun Wu, Guo-Ping Guo","29 April, 2021",https://arxiv.org/pdf/2104.14214
Graph Similarity and Homomorphism Densities,DM,Jan Böker,"29 April, 2021",https://arxiv.org/pdf/2104.14213
Biased Edge Dropout for Enhancing Fairness in Graph Representation Learning,LG,"Indro Spinelli, Simone Scardapane, Amir Hussain, Aurelio Uncini","29 April, 2021",https://arxiv.org/pdf/2104.14210
Using Fisher's Exact Test to Evaluate Association Measures for N-grams,CL,Yves Bestgen,"29 April, 2021",https://arxiv.org/pdf/2104.14209
Self-Claimed Assumptions in Deep Learning Frameworks: An Exploratory Study,SE,"Chen Yang, Peng Liang, Liming Fu, Zengyang Li","29 April, 2021",https://arxiv.org/pdf/2104.14208
Segmentation-grounded Scene Graph Generation,CV,"Siddhesh Khandelwal, Mohammed Suhail, Leonid Sigal","29 April, 2021",https://arxiv.org/pdf/2104.14207
ELSD: Efficient Line Segment Detector and Descriptor,CV,"Haotian Zhang, Yicheng Luo, Fangbo Qin, Yijia He, Xiao Liu","29 April, 2021",https://arxiv.org/pdf/2104.14205
Rethinking Ensemble-Distillation for Semantic Segmentation Based Unsupervised Domain Adaptation,CV,"Chen-Hao Chao, Bo-Wun Cheng, Chun-Yi Lee","29 April, 2021",https://arxiv.org/pdf/2104.14203
Bayesian Deep Networks for Supervised Single-View Depth Learning,CV,"Javier Rodríguez-Puigvert, Rubén Martínez-Cantín, Javier Civera","29 April, 2021",https://arxiv.org/pdf/2104.14202
Learning Heterogeneous Temporal Patterns of User Preference for Timely Recommendation,IR,"Junsu Cho, Dongmin Hyun, SeongKu Kang, Hwanjo Yu","29 April, 2021",https://arxiv.org/pdf/2104.14200
High-Performance Partial Spectrum Computation for Symmetric eigenvalue problems and the SVD,DC,"D. Keyes, H. Ltaief, Y. Nakatsukasa, D. Sukkari","29 April, 2021",https://arxiv.org/pdf/2104.14186
Variable-Length Codes Independent or Closed with respect to Edit Relations,CL,Jean Néraud,"29 April, 2021",https://arxiv.org/pdf/2104.14185
Uncertainty-aware deep learning for robot touch: Application to Bayesian tactile servo control,RO,"Manuel Floriano Vazquez, Nathan F. Lepora","29 April, 2021",https://arxiv.org/pdf/2104.14184
Crowd against the machine: A simulation-based benchmark tool to evaluate and compare robot capabilities to navigate a human crowd,RO,"Fabien Grzeskowiak, David Gonon, Daniel Dugas, Diego Paez-Granados, Jen Chung, Juan Nieto, Roland Siegwart, Aude Billard, Marie Babel, Julien Pettré","29 April, 2021",https://arxiv.org/pdf/2104.14177
Initial Limit Datalog: a New Extensible Class of Decidable Constrained Horn Clauses,LO,"Toby Cathcart Burn, Luke Ong, Steven Ramsay, Dominik Wagner","29 April, 2021",https://arxiv.org/pdf/2104.14175
Fine-grained Generalization Analysis of Vector-valued Learning,LG,"Liang Wu, Antoine Ledent, Yunwen Lei, Marius Kloft","29 April, 2021",https://arxiv.org/pdf/2104.14173
Lower Bounds and properties for the average number of colors in the non-equivalent colorings of a graph,DM,"Alain Hertz, Hadrien Mélot, Sébastien Bonte, Gauvain Devillez","29 April, 2021",https://arxiv.org/pdf/2104.14172
Parameterized String Equations,CC,"Laurent Bulteau, Michael R. Fellows, Christian Komusiewicz, Frances Rosamond","29 April, 2021",https://arxiv.org/pdf/2104.14171
Spatial Privacy-aware VR streaming,MM,"Xing Wei, Chenyang Yang","29 April, 2021",https://arxiv.org/pdf/2104.14170
Using Adaptive Gradient for Texture Learning in Single-View 3D Reconstruction,CV,"Luoyang Lin, Dihong Tian","29 April, 2021",https://arxiv.org/pdf/2104.14169
Practical Channel Estimation and Phase Shift Design for Intelligent Reflecting Surface Empowered MIMO Systems,IT,"Sucheol Kim, Hyeongtaek Lee, Jihoon Cha, Sung-Jin Kim, Jaeyong Park, Junil Choi","29 April, 2021",https://arxiv.org/pdf/2104.14161
Probabilistic Safety-Assured Adaptive Merging Control for Autonomous Vehicles,RO,"Yiwei Lyu, Wenhao Luo, John M. Dolan","29 April, 2021",https://arxiv.org/pdf/2104.14159
Radar-based Automotive Localization using Landmarks in a Multimodal Sensor Graph-based Approach,RO,"Stefan Jürgens, Niklas Koch, Marc-Michael Meinecke","29 April, 2021",https://arxiv.org/pdf/2104.14156
Automated Design Space Exploration of CGRA Processing Element Architectures using Frequent Subgraph Analysis,AR,"Jackson Melchert, Kathleen Feng, Caleb Donovick, Ross Daly, Clark Barrett, Mark Horowitz, Pat Hanrahan, Priyanka Raina","29 April, 2021",https://arxiv.org/pdf/2104.14155
RECKONition: a NLP-based system for Industrial Accidents at Work Prevention,CL,"Patrizia Agnello, Silvia M. Ansaldi, Emilia Lenzi, Alessio Mongelluzzo, Manuel Roveri","29 April, 2021",https://arxiv.org/pdf/2104.14150
"Compatibility of Partitions, Hierarchies, and Split Systems",DM,"Marc Hellmuth, David Schaller, Peter F. Stadler","29 April, 2021",https://arxiv.org/pdf/2104.14146
Adapting to Reward Progressivity via Spectral Reinforcement Learning,LG,"Michael Dann, John Thangarajah","29 April, 2021",https://arxiv.org/pdf/2104.14138
Action Unit Memory Network for Weakly Supervised Temporal Action Localization,CV,"Wang Luo, Tianzhu Zhang, Wenfei Yang, Jingen Liu, Tao Mei, Feng Wu, Yongdong Zhang","29 April, 2021",https://arxiv.org/pdf/2104.14135
Stable Online Control of LTV Systems Stable Online Control of Linear Time-Varying Systems,LG,"Guannan Qu, Yuanyuan Shi, Sahin Lale, Anima Anandkumar, Adam Wierman","29 April, 2021",https://arxiv.org/pdf/2104.14134
Text-to-Text Multi-view Learning for Passage Re-ranking,IR,"Jia-Huei Ju, Jheng-Hong Yang, Chuan-Ju Wang","29 April, 2021",https://arxiv.org/pdf/2104.14133
Generalization Guarantees for Neural Architecture Search with Train-Validation Split,LG,"Samet Oymak, Mingchen Li, Mahdi Soltanolkotabi","29 April, 2021",https://arxiv.org/pdf/2104.14132
Learning Actor-centered Representations for Action Localization in Streaming Videos using Predictive Learning,CV,"Sathyanarayanan N. Aakur, Sudeep Sarkar","29 April, 2021",https://arxiv.org/pdf/2104.14131
Locality Constrained Analysis Dictionary Learning via K-SVD Algorithm,CV,"Kun Jiang, Zhaoli Liu, Zheng Liu, Qindong Sun","29 April, 2021",https://arxiv.org/pdf/2104.14130
ActNN: Reducing Training Memory Footprint via 2-Bit Activation Compressed Training,LG,"Jianfei Chen, Lianmin Zheng, Zhewei Yao, Dequan Wang, Ion Stoica, Michael W. Mahoney, Joseph E. Gonzalez","29 April, 2021",https://arxiv.org/pdf/2104.14129
CASSOD-Net: Cascaded and Separable Structures of Dilated Convolution for Embedded Vision Systems and Applications,CV,"Tse-Wei Chen, Deyu Wang, Wei Tao, Dongchao Wen, Lingxiao Yin, Tadayuki Ito, Kinya Osa, Masami Kato","29 April, 2021",https://arxiv.org/pdf/2104.14126
Hardware Architecture of Embedded Inference Accelerator and Analysis of Algorithms for Depthwise and Large-Kernel Convolutions,CV,"Tse-Wei Chen, Wei Tao, Deyu Wang, Dongchao Wen, Kinya Osa, Masami Kato","29 April, 2021",https://arxiv.org/pdf/2104.14125
Condensation-Net: Memory-Efficient Network Architecture with Cross-Channel Pooling Layers and Virtual Feature Maps,CV,"Tse-Wei Chen, Motoki Yoshinaga, Hongxing Gao, Wei Tao, Dongchao Wen, Junjie Liu, Kinya Osa, Masami Kato","29 April, 2021",https://arxiv.org/pdf/2104.14124
Selecting the Points for Training using Graph Centrality,LG,"Sandeep CR, Asif Salim, Sumitra S","29 April, 2021",https://arxiv.org/pdf/2104.14123
Real Negatives Matter: Continuous Training with Real Negatives for Delayed Feedback Modeling,LG,"Siyu Gu, Xiang-Rong Sheng, Ying Fan, Guorui Zhou, Xiaoqiang Zhu","29 April, 2021",https://arxiv.org/pdf/2104.14121
Adaptive Partitioning Strategy for High-Dimensional Discrete Simulation-based Optimization Problems,CE,"Jing Lu, Tianli Zhou, Carolina Osorio","29 April, 2021",https://arxiv.org/pdf/2104.14119
REGRAD: A Large-Scale Relational Grasp Dataset for Safe and Object-Specific Robotic Grasping in Clutter,RO,"Hanbo Zhang, Deyu Yang, Han Wang, Binglei Zhao, Xuguang Lan, Nanning Zheng","29 April, 2021",https://arxiv.org/pdf/2104.14118
Hessian Aware Quantization of Spiking Neural Networks,NE,"Hin Wai Lui, Emre Neftci","29 April, 2021",https://arxiv.org/pdf/2104.14117
An Automated Approach for Timely Diagnosis and Prognosis of Coronavirus Disease,CV,"Abbas Raza Ali, Marcin Budka","29 April, 2021",https://arxiv.org/pdf/2104.14116
LIQA: Lifelong Blind Image Quality Assessment,MM,"Jianzhao Liu, Wei Zhou, Jiahua Xu, Xin Li, Shukun An, Zhibo Chen","29 April, 2021",https://arxiv.org/pdf/2104.14115
Predicting publication productivity for authors: Shallow or deep architecture?,DL,"Wumei Du, Zheng Xie, Yiqin Lv","29 April, 2021",https://arxiv.org/pdf/2104.14114
Regret Bounds for Gaussian-Process Optimization in Large Domains,LG,"Manuel Wüthrich, Bernhard Schölkopf, Andreas Krause","29 April, 2021",https://arxiv.org/pdf/2104.14113
"Requirements Contracts: Definition, Design, and Analysis",CY,Ivan J. Jureta,"29 April, 2021",https://arxiv.org/pdf/2104.14110
Towards Harmonized Regional Style Transfer and Manipulation for Facial Images,MM,"Cong Wang, Fan Tang, Yong Zhang, Weiming Dong, Tieru Wu","29 April, 2021",https://arxiv.org/pdf/2104.14109
Decoupled Dynamic Filter Networks,CV,"Jingkai Zhou, Varun Jampani, Zhixiong Pi, Qiong Liu, Ming-Hsuan Yang","29 April, 2021",https://arxiv.org/pdf/2104.14107
Vehicular Teamwork: Collaborative localization of Autonomous Vehicles,RO,"Jacob Hartzer, Srikanth Saripalli","29 April, 2021",https://arxiv.org/pdf/2104.14106
AutoCone: An OmniDirectional Robot for Lane-Level Cone Placement,RO,"Jacob Hartzer, Srikanth Saripalli","29 April, 2021",https://arxiv.org/pdf/2104.14103
Comparing Visual Reasoning in Humans and AI,AI,"Shravan Murlidaran, William Yang Wang, Miguel P. Eckstein","29 April, 2021",https://arxiv.org/pdf/2104.14102
Fast Convex Quadratic Optimization Solvers with Adaptive Sketching-based Preconditioners,LG,"Jonathan Lacotte, Mert Pilanci","29 April, 2021",https://arxiv.org/pdf/2104.14101
A Normal Form Characterization for Efficient Boolean Skolem Function Synthesis,LO,"Preey Shah, Aman Bansal, S. Akshay, Supratik Chakraborty","29 April, 2021",https://arxiv.org/pdf/2104.14098
Analyzing the Nuances of Transformers' Polynomial Simplification Abilities,AI,"Vishesh Agarwal, Somak Aditya, Navin Goyal","28 April, 2021",https://arxiv.org/pdf/2104.14095
Session Logical Relations for Noninterference,PL,"Farzaneh Derakhshan, Stephanie Balzer, Limin Jia","28 April, 2021",https://arxiv.org/pdf/2104.14094
Feasibility-based Fixed Point Networks,LG,"Howard Heaton, Samy Wu Fung, Aviv Gibali, Wotao Yin","28 April, 2021",https://arxiv.org/pdf/2104.14090
Collaborative Human-Agent Planning for Resilience,AI,"Ronal Singh, Tim Miller, Darryn Reid","28 April, 2021",https://arxiv.org/pdf/2104.14089
Connecting AI Learning and Blockchain Mining in 6G Systems,DC,"Yunkai Wei, Zixian An, Supeng Leng, Kun Yang","28 April, 2021",https://arxiv.org/pdf/2104.14088
LaSS: Running Latency Sensitive Serverless Computations at the Edge,DC,"Bin Wang, Ahmed Ali-Eldin, Prashant Shenoy","28 April, 2021",https://arxiv.org/pdf/2104.14087
Will the Winner Take All? Competing Influences in Social Networks Under Information Overload,SI,"Chen Feng, Jiahui Sun, Luiyi Fu","28 April, 2021",https://arxiv.org/pdf/2104.14086
Bridge to Answer: Structure-aware Graph Interaction Network for Video Question Answering,CV,"Jungin Park, Jiyoung Lee, Kwanghoon Sohn","28 April, 2021",https://arxiv.org/pdf/2104.14085
Pseudo-IoU: Improving Label Assignment in Anchor-Free Object Detection,CV,"Jiachen Li, Bowen Cheng, Rogerio Feris, Jinjun Xiong, Thomas S. Huang, Wen-Mei Hwu, Humphrey Shi","28 April, 2021",https://arxiv.org/pdf/2104.14082
Maneuver-Aware Pooling for Vehicle Trajectory Prediction,CV,"Mohamed Hasan, Albert Solernou, Evangelos Paschalidis, He Wang, Gustav Markkula, Richard Romano","28 April, 2021",https://arxiv.org/pdf/2104.14079
UAV Swarm Position Optimization for High Capacity MIMO Backhaul,NI,"Samer Hanna, Enes Krijestorac, Danijela Cabric","28 April, 2021",https://arxiv.org/pdf/2104.14075
Statistical Inference with M-Estimators on Bandit Data,LG,"Kelly W. Zhang, Lucas Janson, Susan A. Murphy","28 April, 2021",https://arxiv.org/pdf/2104.14074
Applications of Artificial Intelligence to aid detection of dementia: a narrative review on current capabilities and future directions,AI,"Renjie Li, Xinyi Wang, Katherine Lawler, Saurabh Garg, Quan Bai, Jane Alty","28 April, 2021",https://arxiv.org/pdf/2104.14073
Nonlinear Level Set Learning for Function Approximation on Sparse Data with Applications to Parametric Differential Equations,LG,"Anthony Gruber, Max Gunzburger, Lili Ju, Yuankai Teng, Zhu Wang","28 April, 2021",https://arxiv.org/pdf/2104.14072
Fast and accurate solvers for simulating Janus particle suspensions in Stokes flow,CE,"Ryan Kohl, Eduardo Corona, Vani Cheruvu, Shravan Veerapaneni","28 April, 2021",https://arxiv.org/pdf/2104.14068
Improving Fairness in Speaker Recognition,SD,"Gianni Fenu, Giacomo Medda, Mirko Marras, Giacomo Meloni","28 April, 2021",https://arxiv.org/pdf/2104.14067
EPP-Net: Extreme-Point-Prediction-Based Object Detection,CV,"Yang Yang, Min Li, Bo Meng, Zihao Huang, Junxing Ren, Degang Sun","28 April, 2021",https://arxiv.org/pdf/2104.14066
Causal (Progressive) Encoding over BinarySymmetric Channels with Noiseless Feedback,IT,"Amaael Antonini, Rita Gimeshein, Richard D. Wesel","28 April, 2021",https://arxiv.org/pdf/2104.14062
WGCN: Graph Convolutional Networks with Weighted Structural Features,LG,"Yunxiang Zhao, Jianzhong Qi, Qingwei Liu, Rui Zhang","28 April, 2021",https://arxiv.org/pdf/2104.14060
Machine Learning Techniques for Software Quality Assurance: A Survey,SE,"Safa Omri, Carsten Sinz","28 April, 2021",https://arxiv.org/pdf/2104.14056
The Hidden cost of the Edge: A Performance Comparison of Edge and Cloud Latencies,DC,"Ahmed Ali-Eldin, Bin Wang, Prashant Shenoy","28 April, 2021",https://arxiv.org/pdf/2104.14050
Continuous Decoding of Daily-Life Hand Movements from Forearm Muscle Activity for Enhanced Myoelectric Control of Hand Prostheses,RO,"Alessandro Salatiello, Martin A. Giese","28 April, 2021",https://arxiv.org/pdf/2104.14049
Ten-tier and multi-scale supplychain network analysis of medical equipment: Random failure and intelligent attack analysis,SI,"Kayvan Miri Lavassani, Zachary M. Boyd, Bahar Movahedi","28 April, 2021",https://arxiv.org/pdf/2104.14046
Deep Neural Network as an alternative to Boosted Decision Trees for PID,LG,"Denis Stanev, Riccardo Riva, Michele Umassi","28 April, 2021",https://arxiv.org/pdf/2104.14045
"Weather and Light Level Classification for Autonomous Driving: Dataset, Baseline and Active Learning",CV,"Mahesh M Dhananjaya, Varun Ravi Kumar, Senthil Yogamani","28 April, 2021",https://arxiv.org/pdf/2104.14042
What Did It Look Like: A service for creating website timelapses using the Memento framework,DL,"Dhruv Patel, Alexander C. Nwala, Michael L. Nelson, Michele C. Weigle","28 April, 2021",https://arxiv.org/pdf/2104.14041
Pushing it out of the Way: Interactive Visual Navigation,CV,"Kuo-Hao Zeng, Luca Weihs, Ali Farhadi, Roozbeh Mottaghi","28 April, 2021",https://arxiv.org/pdf/2104.14040
Dynamic Mode Decomposition in Adaptive Mesh Refinement and Coarsening Simulations,LG,"Gabriel F. Barros, Malú Grave, Alex Viguerie, Alessandro Reali, Alvaro L. G. A. Coutinho","28 April, 2021",https://arxiv.org/pdf/2104.14034
A Study of the Mathematics of Deep Learning,LG,Anirbit Mukherjee,"28 April, 2021",https://arxiv.org/pdf/2104.14033
Randomized Histogram Matching: A Simple Augmentation for Unsupervised Domain Adaptation in Overhead Imagery,CV,"Can Yaris, Bohao Huang, Kyle Bradbury, Jordan M. Malof","28 April, 2021",https://arxiv.org/pdf/2104.14032
Reducing Risk and Uncertainty of Deep Neural Networks on Diagnosing COVID-19 Infection,CV,"Krishanu Sarker, Sharbani Pandit, Anupam Sarker, Saeid Belkasim, Shihao Ji","28 April, 2021",https://arxiv.org/pdf/2104.14029
Analysis of Legal Documents via Non-negative Matrix Factorization Methods,LG,"Ryan Budahazy, Lu Cheng, Yihuan Huang, Andrew Johnson, Pengyu Li, Joshua Vendrow, Zhoutong Wu, Denali Molitor, Elizaveta Rebrova, Deanna Needell","28 April, 2021",https://arxiv.org/pdf/2104.14028
